phrog_phrog	annot
phrog_14679	NA
phrog_14680	NA
phrog_14681	NA
phrog_14682	NA
phrog_14683	NA
phrog_14684	NA
phrog_14685	NA
phrog_14686	NA
phrog_14687	NA
phrog_14688	lipoprotein
phrog_14689	NA
phrog_14690	cAMP-dependent Kef-type K+ transporter
phrog_14691	NA
phrog_14692	NA
phrog_14693	NA
phrog_14694	NA
phrog_14695	NA
phrog_14696	NA
phrog_14697	NA
phrog_14698	NA
phrog_14699	NA
phrog_14700	NA
phrog_14701	NA
phrog_14702	NA
phrog_14703	NA
phrog_14704	NA
phrog_14705	membrane protein
phrog_14706	NA
phrog_14707	NA
phrog_14708	NA
phrog_14709	NA
phrog_14710	NA
phrog_14711	NA
phrog_14712	chitinase
phrog_14713	NA
phrog_14714	NA
phrog_14715	NA
phrog_14716	NA
phrog_14717	tail protein
phrog_14718	NA
phrog_14719	NA
phrog_14720	NA
phrog_14721	NA
phrog_14722	NA
phrog_14723	NA
phrog_14724	NA
phrog_14725	NA
phrog_14726	tail fiber protein
phrog_14727	NA
phrog_14728	NA
phrog_14729	NA
phrog_14730	NA
phrog_14731	NA
phrog_14732	membrane protein
phrog_14733	NA
phrog_14734	NA
phrog_14735	NA
phrog_14736	HNH endonuclease
phrog_14737	NA
phrog_14738	NA
phrog_14739	NA
phrog_14740	NA
phrog_14741	NA
phrog_14742	NA
phrog_14743	NA
phrog_14744	NA
phrog_14745	NA
phrog_14746	NA
phrog_14747	NA
phrog_14748	NA
phrog_14749	NA
phrog_14750	NA
phrog_14751	NA
phrog_14752	NA
phrog_14753	head fiber protein
phrog_14754	NA
phrog_14755	NA
phrog_14756	NA
phrog_14757	NA
phrog_14758	NA
phrog_14759	NA
phrog_14760	glycosyltransferase
phrog_14761	NA
phrog_14762	NA
phrog_14763	NA
phrog_14764	NA
phrog_14765	NA
phrog_14766	tail protein
phrog_14767	NA
phrog_14768	NA
phrog_14769	NA
phrog_14770	NA
phrog_14771	NA
phrog_14772	NA
phrog_14773	NA
phrog_14774	NA
phrog_14775	glycosyltransferase
phrog_14776	NA
phrog_14777	NA
phrog_14778	NA
phrog_14779	NA
phrog_14780	NA
phrog_14781	NA
phrog_14782	NA
phrog_14783	NA
phrog_14784	NA
phrog_14785	NA
phrog_14786	NA
phrog_14787	NA
phrog_14788	NA
phrog_14789	NA
phrog_14790	NA
phrog_14791	NA
phrog_14792	NA
phrog_14793	NA
phrog_14794	NA
phrog_14795	NA
phrog_14796	NA
phrog_14797	NA
phrog_14798	NA
phrog_14799	NA
phrog_14800	NA
phrog_14801	NA
phrog_14802	virion structural protein
phrog_14803	NA
phrog_14804	NA
phrog_14805	NA
phrog_14806	NA
phrog_14807	NA
phrog_14808	NA
phrog_14809	NA
phrog_14810	NA
phrog_14811	NA
phrog_14812	NA
phrog_14813	NA
phrog_14814	NA
phrog_14815	NA
phrog_14816	NA
phrog_14817	NA
phrog_14818	NA
phrog_14819	NA
phrog_14820	NA
phrog_14821	NA
phrog_14822	NA
phrog_14823	NA
phrog_14824	NA
phrog_14825	NA
phrog_14826	NA
phrog_14827	NA
phrog_14828	NA
phrog_14829	NA
phrog_14830	NA
phrog_14831	NA
phrog_14832	NA
phrog_14833	NA
phrog_14834	NA
phrog_14835	NA
phrog_14836	NA
phrog_14837	NA
phrog_14838	NA
phrog_14839	NA
phrog_14840	NA
phrog_14841	NA
phrog_14842	NA
phrog_14843	NA
phrog_14844	NA
phrog_14845	NA
phrog_14846	NA
phrog_14847	single strand DNA binding protein
phrog_14848	NA
phrog_14849	NA
phrog_14850	NA
phrog_14851	NA
phrog_14852	NA
phrog_14853	NA
phrog_14854	NA
phrog_14855	NA
phrog_14856	NA
phrog_14857	HTH DNA binding protein
phrog_14858	NA
phrog_14859	RNA ligase
phrog_14860	NA
phrog_14861	NA
phrog_14862	NA
phrog_14863	NA
phrog_14864	NA
phrog_14865	NA
phrog_14866	NA
phrog_14867	major head protein
phrog_14868	NA
phrog_14869	NA
phrog_14870	NA
phrog_14871	NA
phrog_14872	RNA polymerase beta subunit
phrog_14873	NA
phrog_14874	NA
phrog_14875	NA
phrog_14876	DNA polymerase
phrog_14877	NA
phrog_14878	RexB-like exclusion protein
phrog_14879	tail fiber protein
phrog_14880	NA
phrog_14881	NA
phrog_14882	virion structural protein
phrog_14883	virion structural protein
phrog_14884	NA
phrog_14885	NA
phrog_14886	NA
phrog_14887	NA
phrog_14888	NA
phrog_14889	NA
phrog_14890	NA
phrog_14891	NA
phrog_14892	head closure
phrog_14893	NA
phrog_14894	membrane protein
phrog_14895	tail spike protein
phrog_14896	NA
phrog_14897	NA
phrog_14898	NA
phrog_14899	NA
phrog_14900	NA
phrog_14901	tail length tape measure protein
phrog_14902	NA
phrog_14903	NA
phrog_14904	NA
phrog_14905	NA
phrog_14906	NA
phrog_14907	NA
phrog_14908	NA
phrog_14909	virion structural protein
phrog_14910	NA
phrog_14911	NA
phrog_14912	NA
phrog_14913	HNH endonuclease
phrog_14914	holin
phrog_14915	NA
phrog_14916	NA
phrog_14917	tail length tape measure protein
phrog_14918	NA
phrog_14919	NA
phrog_14920	NA
phrog_14921	NA
phrog_14922	NA
phrog_14923	NA
phrog_14924	NA
phrog_14925	NA
phrog_14926	NA
phrog_14927	NA
phrog_14928	NA
phrog_14929	NA
phrog_14930	NA
phrog_14931	NA
phrog_14932	DNA binding protein
phrog_14933	NA
phrog_14934	NA
phrog_14935	NA
phrog_14936	NA
phrog_14937	NA
phrog_14938	membrane protein
phrog_14939	NA
phrog_14940	NA
phrog_14941	NA
phrog_14942	NA
phrog_14943	NA
phrog_14944	NA
phrog_14945	glycosyltransferase
phrog_14946	NA
phrog_14947	NA
phrog_14948	NA
phrog_14949	NA
phrog_14950	NA
phrog_14951	NA
phrog_14952	NA
phrog_14953	NA
phrog_14954	NA
phrog_14955	NA
phrog_14956	NA
phrog_14957	NA
phrog_14958	NA
phrog_14959	NA
phrog_14960	NA
phrog_14961	NA
phrog_14962	NA
phrog_14963	NA
phrog_14964	NA
phrog_14965	NA
phrog_14966	NA
phrog_14967	NA
phrog_14968	NA
phrog_14969	NA
phrog_14970	NA
phrog_14971	virion structural protein
phrog_14972	NA
phrog_14973	NA
phrog_14974	NA
phrog_14975	NA
phrog_14976	virion structural protein
phrog_14977	NA
phrog_14978	NA
phrog_14979	NA
phrog_14980	NA
phrog_14981	NA
phrog_14982	NA
phrog_14983	NA
phrog_14984	NA
phrog_14985	virion structural protein
phrog_14986	NA
phrog_14987	NA
phrog_14988	peptidase
phrog_14989	NA
phrog_14990	NA
phrog_14991	virion structural protein
phrog_14992	NA
phrog_14993	NA
phrog_14994	NA
phrog_14995	single strand DNA binding protein
phrog_14996	NA
phrog_14997	NA
phrog_14998	NA
phrog_14999	NA
phrog_15000	NA
phrog_15001	endolysin
phrog_15002	NA
phrog_15003	head scaffolding protein
phrog_15004	single strand DNA binding protein
phrog_15005	NA
phrog_15006	tail fiber protein
phrog_15007	NA
phrog_15008	NA
phrog_15009	NA
phrog_15010	NA
phrog_15011	NA
phrog_15012	NA
phrog_15013	NA
phrog_15014	NA
phrog_15015	NA
phrog_15016	NA
phrog_15017	NA
phrog_15018	NA
phrog_15019	NA
phrog_15020	HTH DNA binding protein
phrog_15021	NA
phrog_15022	NA
phrog_15023	NA
phrog_15024	NA
phrog_15025	NA
phrog_15026	NA
phrog_15027	tail assembly chaperone
phrog_15028	NA
phrog_15029	NA
phrog_15030	NA
phrog_15031	NA
phrog_15032	NA
phrog_15033	NA
phrog_15034	NA
phrog_15035	NA
phrog_15036	NA
phrog_15037	NA
phrog_15038	NA
phrog_15039	NA
phrog_15040	NA
phrog_15041	NA
phrog_15042	NA
phrog_15043	NA
phrog_15044	NA
phrog_15045	NA
phrog_15046	NA
phrog_15047	NA
phrog_15048	NA
phrog_15049	NA
phrog_15050	virion structural protein
phrog_15051	NA
phrog_15052	NA
phrog_15053	NA
phrog_15054	NA
phrog_15055	NA
phrog_15056	NA
phrog_15057	NA
phrog_15058	NA
phrog_15059	minor head protein
phrog_15060	NA
phrog_15061	NA
phrog_15062	NA
phrog_15063	NA
phrog_15064	NA
phrog_15065	NA
phrog_15066	NA
phrog_15067	NA
phrog_15068	NA
phrog_15069	NA
phrog_15070	NA
phrog_15071	NA
phrog_15072	NA
phrog_15073	NA
phrog_15074	NA
phrog_15075	NA
phrog_15076	NA
phrog_15077	NA
phrog_15078	NA
phrog_15079	NA
phrog_15080	NA
phrog_15081	peptidase
phrog_15082	NA
phrog_15083	NA
phrog_15084	NA
phrog_15085	NA
phrog_15086	NA
phrog_15087	head scaffolding protein
phrog_15088	NA
phrog_15089	NA
phrog_15090	NA
phrog_15091	NA
phrog_15092	NA
phrog_15093	NA
phrog_15094	NA
phrog_15095	NA
phrog_15096	NA
phrog_15097	NA
phrog_15098	NA
phrog_15099	NA
phrog_15100	virion structural protein
phrog_15101	NA
phrog_15102	NA
phrog_15103	NA
phrog_15104	NA
phrog_15105	NA
phrog_15106	NA
phrog_15107	NA
phrog_15108	NA
phrog_15109	NA
phrog_15110	NA
phrog_15111	NA
phrog_15112	NA
phrog_15113	NA
phrog_15114	NA
phrog_15115	NA
phrog_15116	NA
phrog_15117	NA
phrog_15118	HTH DNA binding protein
phrog_15119	NA
phrog_15120	NA
phrog_15121	NA
phrog_15122	NA
phrog_15123	membrane protein
phrog_15124	NA
phrog_15125	NA
phrog_15126	NA
phrog_15127	head protein
phrog_15128	NA
phrog_15129	NA
phrog_15130	NA
phrog_15131	NA
phrog_15132	NA
phrog_15133	NA
phrog_15134	NA
phrog_15135	NA
phrog_15136	NA
phrog_15137	endonuclease
phrog_15138	NA
phrog_15139	NA
phrog_15140	radical SAM domain-containing protein
phrog_15141	NA
phrog_15142	NA
phrog_15143	NA
phrog_15144	ADP-ribosyltransferase
phrog_15145	NA
phrog_15146	NA
phrog_15147	NA
phrog_15148	HTH DNA binding protein
phrog_15149	NA
phrog_15150	transcriptional regulator
phrog_15151	NA
phrog_15152	HTH DNA binding protein
phrog_15153	NA
phrog_15154	NA
phrog_15155	NA
phrog_15156	NA
phrog_15157	NA
phrog_15158	NA
phrog_15159	NA
phrog_15160	NA
phrog_15161	NA
phrog_15162	membrane protein
phrog_15163	NA
phrog_15164	NA
phrog_15165	NA
phrog_15166	NA
phrog_15167	ATPase
phrog_15168	NA
phrog_15169	terminase small subunit
phrog_15170	NA
phrog_15171	NA
phrog_15172	NA
phrog_15173	NA
phrog_15174	NA
phrog_15175	virion structural protein
phrog_15176	NA
phrog_15177	NA
phrog_15178	NA
phrog_15179	NA
phrog_15180	NA
phrog_15181	NA
phrog_15182	NA
phrog_15183	NA
phrog_15184	NA
phrog_15185	NA
phrog_15186	NA
phrog_15187	NA
phrog_15188	NA
phrog_15189	NA
phrog_15190	NA
phrog_15191	NA
phrog_15192	NA
phrog_15193	NA
phrog_15194	NA
phrog_15195	virion structural protein
phrog_15196	NA
phrog_15197	NA
phrog_15198	NA
phrog_15199	NA
phrog_15200	NA
phrog_15201	NA
phrog_15202	NA
phrog_15203	NA
phrog_15204	anti-repressor
phrog_15205	tail assembly protein
phrog_15206	NA
phrog_15207	NA
phrog_15208	NA
phrog_15209	endonuclease
phrog_15210	lipoprotein
phrog_15211	NA
phrog_15212	NA
phrog_15213	NA
phrog_15214	NA
phrog_15215	NA
phrog_15216	NA
phrog_15217	NA
phrog_15218	NA
phrog_15219	NA
phrog_15220	virion structural protein
phrog_15221	NA
phrog_15222	NA
phrog_15223	protease
phrog_15224	NA
phrog_15225	NA
phrog_15226	NA
phrog_15227	NA
phrog_15228	NA
phrog_15229	NA
phrog_15230	NA
phrog_15231	NA
phrog_15232	NA
phrog_15233	NA
phrog_15234	NA
phrog_15235	NA
phrog_15236	NA
phrog_15237	NA
phrog_15238	NA
phrog_15239	NA
phrog_15240	NA
phrog_15241	NA
phrog_15242	NA
phrog_15243	NA
phrog_15244	NA
phrog_15245	NA
phrog_15246	NA
phrog_15247	NA
phrog_15248	NA
phrog_15249	NA
phrog_15250	NA
phrog_15251	NA
phrog_15252	NA
phrog_15253	NA
phrog_15254	NA
phrog_15255	NA
phrog_15256	NA
phrog_15257	NA
phrog_15258	NA
phrog_15259	NA
phrog_15260	NA
phrog_15261	NA
phrog_15262	NA
phrog_15263	NA
phrog_15264	NA
phrog_15265	recombinase
phrog_15266	NA
phrog_15267	DNA helicase
phrog_15268	NA
phrog_15269	NA
phrog_15270	NA
phrog_15271	NA
phrog_15272	NA
phrog_15273	NA
phrog_15274	NA
phrog_15275	NA
phrog_15276	NA
phrog_15277	NA
phrog_15278	NA
phrog_15279	NA
phrog_15280	NA
phrog_15281	NA
phrog_15282	NA
phrog_15283	NA
phrog_15284	NA
phrog_15285	NA
phrog_15286	NA
phrog_15287	NA
phrog_15288	major head protein
phrog_15289	NA
phrog_15290	NA
phrog_15291	NA
phrog_15292	NA
phrog_15293	NA
phrog_15294	NA
phrog_15295	NA
phrog_15296	NA
phrog_15297	NA
phrog_15298	NA
phrog_15299	NA
phrog_15300	NA
phrog_15301	NA
phrog_15302	NA
phrog_15303	NA
phrog_15304	NA
phrog_15305	NA
phrog_15306	NA
phrog_15307	NA
phrog_15308	NA
phrog_15309	NA
phrog_15310	NA
phrog_15311	NA
phrog_15312	virion structural protein
phrog_15313	NA
phrog_15314	NA
phrog_15315	NA
phrog_15316	NA
phrog_15317	NA
phrog_15318	NA
phrog_15319	NA
phrog_15320	NA
phrog_15321	NA
phrog_15322	NA
phrog_15323	NA
phrog_15324	tail sheath and receptor binding protein
phrog_15325	NA
phrog_15326	NA
phrog_15327	NA
phrog_15328	NA
phrog_15329	NA
phrog_15330	NA
phrog_15331	NA
phrog_15332	NA
phrog_15333	NA
phrog_15334	NA
phrog_15335	NA
phrog_15336	NA
phrog_15337	NA
phrog_15338	NA
phrog_15339	NA
phrog_15340	NA
phrog_15341	NA
phrog_15342	NA
phrog_15343	NA
phrog_15344	NA
phrog_15345	NA
phrog_15346	NA
phrog_15347	NA
phrog_15348	NA
phrog_15349	NA
phrog_15350	NA
phrog_15351	endolysin
phrog_15352	NA
phrog_15353	NA
phrog_15354	NA
phrog_15355	NA
phrog_15356	NA
phrog_15357	NA
phrog_15358	NA
phrog_15359	NA
phrog_15360	NA
phrog_15361	portal protein
phrog_15362	NA
phrog_15363	NA
phrog_15364	NA
phrog_15365	NA
phrog_15366	NA
phrog_15367	NA
phrog_15368	NA
phrog_15369	NA
phrog_15370	NA
phrog_15371	NA
phrog_15372	NA
phrog_15373	L-shaped tail fiber protein assembly
phrog_15374	NA
phrog_15375	NA
phrog_15376	NA
phrog_15377	NA
phrog_15378	NA
phrog_15379	NA
phrog_15380	NA
phrog_15381	NA
phrog_15382	NA
phrog_15383	NA
phrog_15384	NA
phrog_15385	NA
phrog_15386	NA
phrog_15387	acetyltransferase
phrog_15388	NA
phrog_15389	NA
phrog_15390	NA
phrog_15391	NA
phrog_15392	NA
phrog_15393	NA
phrog_15394	NA
phrog_15395	tail protein
phrog_15396	ParB-like partition nuclease
phrog_15397	NA
phrog_15398	NA
phrog_15399	NA
phrog_15400	NA
phrog_15401	NA
phrog_15402	NA
phrog_15403	NA
phrog_15404	NA
phrog_15405	NA
phrog_15406	DNA methyltransferase
phrog_15407	NA
phrog_15408	NA
phrog_15409	NA
phrog_15410	NA
phrog_15411	NA
phrog_15412	NA
phrog_15413	NA
phrog_15414	NA
phrog_15415	NA
phrog_15416	NA
phrog_15417	NA
phrog_15418	NA
phrog_15419	NA
phrog_15420	NA
phrog_15421	NA
phrog_15422	NA
phrog_15423	NA
phrog_15424	NA
phrog_15425	NA
phrog_15426	NA
phrog_15427	endonuclease
phrog_15428	NA
phrog_15429	NA
phrog_15430	NA
phrog_15431	holin
phrog_15432	NA
phrog_15433	tail sheath
phrog_15434	NA
phrog_15435	NA
phrog_15436	NA
phrog_15437	tail fiber protein
phrog_15438	NA
phrog_15439	peptidase
phrog_15440	NA
phrog_15441	minor head protein
phrog_15442	NA
phrog_15443	NA
phrog_15444	NA
phrog_15445	NA
phrog_15446	NA
phrog_15447	NA
phrog_15448	NA
phrog_15449	NA
phrog_15450	NA
phrog_15451	NA
phrog_15452	NA
phrog_15453	NA
phrog_15454	NA
phrog_15455	tail fiber protein
phrog_15456	NA
phrog_15457	NA
phrog_15458	NA
phrog_15459	NA
phrog_15460	terminase
phrog_15461	NA
phrog_15462	NA
phrog_15463	HNH endonuclease
phrog_15464	NA
phrog_15465	NA
phrog_15466	NA
phrog_15467	NA
phrog_15468	NA
phrog_15469	NA
phrog_15470	NA
phrog_15471	HNH endonuclease
phrog_15472	NA
phrog_15473	NA
phrog_15474	NA
phrog_15475	NA
phrog_15476	NA
phrog_15477	NA
phrog_15478	tail length tape measure protein
phrog_15479	NA
phrog_15480	methyltransferase
phrog_15481	NA
phrog_15482	NA
phrog_15483	NA
phrog_15484	hydrolase
phrog_15485	NA
phrog_15486	NA
phrog_15487	DNA polymerase
phrog_15488	NA
phrog_15489	NA
phrog_15490	NA
phrog_15491	NA
phrog_15492	NA
phrog_15493	tail assembly chaperone
phrog_15494	NA
phrog_15495	NA
phrog_15496	NA
phrog_15497	NA
phrog_15498	membrane protein
phrog_15499	NA
phrog_15500	NA
phrog_15501	NA
phrog_15502	NA
phrog_15503	NA
phrog_15504	NA
phrog_15505	NA
phrog_15506	NA
phrog_15507	NA
phrog_15508	NA
phrog_15509	NA
phrog_15510	NA
phrog_15511	NA
phrog_15512	NA
phrog_15513	NA
phrog_15514	NA
phrog_15515	NA
phrog_15516	methyltransferase
phrog_15517	NA
phrog_15518	NA
phrog_15519	NA
phrog_15520	NA
phrog_15521	NA
phrog_15522	HNH endonuclease
phrog_15523	NA
phrog_15524	terminase large subunit
phrog_15525	minor tail protein
phrog_15526	NA
phrog_15527	NA
phrog_15528	portal protein
phrog_15529	NA
phrog_15530	NA
phrog_15531	head maturation protease
phrog_15532	NA
phrog_15533	Rz-like spanin
phrog_15534	HTH DNA binding protein
phrog_15535	NA
phrog_15536	NA
phrog_15537	NA
phrog_15538	NA
phrog_15539	NA
phrog_15540	NA
phrog_15541	NA
phrog_15542	tail sheath
phrog_15543	NA
phrog_15544	NA
phrog_15545	NA
phrog_15546	NA
phrog_15547	NA
phrog_15548	NA
phrog_15549	NA
phrog_15550	NA
phrog_15551	NA
phrog_15552	NA
phrog_15553	NA
phrog_15554	portal protein
phrog_15555	tail assembly chaperone
phrog_15556	NA
phrog_15557	NA
phrog_15558	NA
phrog_15559	NA
phrog_15560	NA
phrog_15561	peptidase
phrog_15562	NA
phrog_15563	NA
phrog_15564	NA
phrog_15565	NA
phrog_15566	tail protein
phrog_15567	NA
phrog_15568	NA
phrog_15569	NA
phrog_15570	NA
phrog_15571	NA
phrog_15572	NA
phrog_15573	NA
phrog_15574	NA
phrog_15575	NA
phrog_15576	NA
phrog_15577	NA
phrog_15578	NA
phrog_15579	NA
phrog_15580	NA
phrog_15581	NA
phrog_15582	NA
phrog_15583	NA
phrog_15584	NA
phrog_15585	NA
phrog_15586	NA
phrog_15587	NA
phrog_15588	NA
phrog_15589	NA
phrog_15590	NA
phrog_15591	NA
phrog_15592	NA
phrog_15593	NA
phrog_15594	NA
phrog_15595	NA
phrog_15596	minor head protein
phrog_15597	NA
phrog_15598	NA
phrog_15599	NA
phrog_15600	NA
phrog_15601	NA
phrog_15602	NA
phrog_15603	NA
phrog_15604	membrane protein
phrog_15605	NA
phrog_15606	NA
phrog_15607	NA
phrog_15608	NA
phrog_15609	NA
phrog_15610	protease
phrog_15611	NA
phrog_15612	NA
phrog_15613	NA
phrog_15614	NA
phrog_15615	virion structural protein
phrog_15616	NA
phrog_15617	NA
phrog_15618	NA
phrog_15619	NA
phrog_15620	NA
phrog_15621	NA
phrog_15622	NA
phrog_15623	NA
phrog_15624	NA
phrog_15625	NA
phrog_15626	NA
phrog_15627	cAMP-dependent Kef-type K+ transporter
phrog_15628	NA
phrog_15629	NA
phrog_15630	NA
phrog_15631	NA
phrog_15632	NA
phrog_15633	NA
phrog_15634	NA
phrog_15635	NA
phrog_15636	NA
phrog_15637	NA
phrog_15638	NA
phrog_15639	NA
phrog_15640	NA
phrog_15641	tail fiber protein
phrog_15642	NA
phrog_15643	NA
phrog_15644	NA
phrog_15645	NA
phrog_15646	NA
phrog_15647	virion structural protein
phrog_15648	NA
phrog_15649	endolysin
phrog_15650	NA
phrog_15651	tail fiber protein
phrog_15652	NA
phrog_15653	NA
phrog_15654	NA
phrog_15655	NA
phrog_15656	NA
phrog_15657	NA
phrog_15658	NA
phrog_15659	NA
phrog_15660	NA
phrog_15661	NA
phrog_15662	NA
phrog_15663	NA
phrog_15664	NA
phrog_15665	NA
phrog_15666	NA
phrog_15667	superinfection exclusion
phrog_15668	NA
phrog_15669	NA
phrog_15670	NA
phrog_15671	NA
phrog_15672	NA
phrog_15673	NA
phrog_15674	major spike protein
phrog_15675	NA
phrog_15676	NA
phrog_15677	NA
phrog_15678	NA
phrog_15679	NA
phrog_15680	head maturation protease
phrog_15681	NA
phrog_15682	NA
phrog_15683	NA
phrog_15684	NA
phrog_15685	NA
phrog_15686	NA
phrog_15687	NA
phrog_15688	NA
phrog_15689	NA
phrog_15690	NA
phrog_15691	NA
phrog_15692	NA
phrog_15693	NA
phrog_15694	NA
phrog_15695	tail fiber protein
phrog_15696	virion structural protein
phrog_15697	NA
phrog_15698	NA
phrog_15699	NA
phrog_15700	NA
phrog_15701	NA
phrog_15702	NA
phrog_15703	NA
phrog_15704	NA
phrog_15705	NA
phrog_15706	NA
phrog_15707	NA
phrog_15708	NA
phrog_15709	NA
phrog_15710	NA
phrog_15711	NA
phrog_15712	NA
phrog_15713	NA
phrog_15714	NA
phrog_15715	NA
phrog_15716	NA
phrog_15717	NA
phrog_15718	NA
phrog_15719	NA
phrog_15720	NA
phrog_15721	NA
phrog_15722	NA
phrog_15723	NA
phrog_15724	NA
phrog_15725	DNA polymerase
phrog_15726	NA
phrog_15727	virion structural protein
phrog_15728	NA
phrog_15729	baseplate protein
phrog_15730	NA
phrog_15731	tail assembly chaperone
phrog_15732	NA
phrog_15733	NA
phrog_15734	NA
phrog_15735	NA
phrog_15736	NA
phrog_15737	NA
phrog_15738	NA
phrog_15739	NA
phrog_15740	NA
phrog_15741	NA
phrog_15742	NA
phrog_15743	NA
phrog_15744	NA
phrog_15745	NA
phrog_15746	internal virion protein
phrog_15747	NA
phrog_15748	NA
phrog_15749	NA
phrog_15750	NA
phrog_15751	NA
phrog_15752	protein kinase; inhibitor of host transcription; positively regulates RNaseIII; negatively on RNaseE
phrog_15753	NA
phrog_15754	NA
phrog_15755	NA
phrog_15756	NA
phrog_15757	NA
phrog_15758	NA
phrog_15759	NA
phrog_15760	NA
phrog_15761	NA
phrog_15762	NA
phrog_15763	NA
phrog_15764	NA
phrog_15765	NA
phrog_15766	NA
phrog_15767	NA
phrog_15768	NA
phrog_15769	NA
phrog_15770	NA
phrog_15771	NA
phrog_15772	NA
phrog_15773	NA
phrog_15774	NA
phrog_15775	NA
phrog_15776	NA
phrog_15777	NA
phrog_15778	NA
phrog_15779	NA
phrog_15780	NA
phrog_15781	NA
phrog_15782	NA
phrog_15783	head decoration
phrog_15784	NA
phrog_15785	NA
phrog_15786	NA
phrog_15787	NA
phrog_15788	NA
phrog_15789	NA
phrog_15790	NA
phrog_15791	NA
phrog_15792	NA
phrog_15793	NA
phrog_15794	NA
phrog_15795	NA
phrog_15796	NA
phrog_15797	NA
phrog_15798	NA
phrog_15799	NA
phrog_15800	nicotinamide phosphoribosyl transferase
phrog_15801	NA
phrog_15802	NA
phrog_15803	lipoprotein
phrog_15804	NA
phrog_15805	NA
phrog_15806	NA
phrog_15807	NA
phrog_15808	NA
phrog_15809	NA
phrog_15810	NA
phrog_15811	NA
phrog_15812	NA
phrog_15813	NA
phrog_15814	NA
phrog_15815	NA
phrog_15816	NA
phrog_15817	NA
phrog_15818	NA
phrog_15819	NA
phrog_15820	NA
phrog_15821	NA
phrog_15822	NA
phrog_15823	NA
phrog_15824	tail fiber protein proximal subunit
phrog_15825	NA
phrog_15826	NA
phrog_15827	NA
phrog_15828	NA
phrog_15829	NA
phrog_15830	NA
phrog_15831	head closure
phrog_15832	NA
phrog_15833	DNA polymerase
phrog_15834	NA
phrog_15835	NA
phrog_15836	NA
phrog_15837	NA
phrog_15838	NA
phrog_15839	membrane protein
phrog_15840	NA
phrog_15841	NA
phrog_15842	NA
phrog_15843	NA
phrog_15844	NA
phrog_15845	NA
phrog_15846	NA
phrog_15847	NA
phrog_15848	terminase large subunit
phrog_15849	NA
phrog_15850	NA
phrog_15851	NA
phrog_15852	NA
phrog_15853	NA
phrog_15854	NA
phrog_15855	NA
phrog_15856	NA
phrog_15857	NA
phrog_15858	NA
phrog_15859	NA
phrog_15860	NA
phrog_15861	NA
phrog_15862	NA
phrog_15863	NA
phrog_15864	NA
phrog_15865	RNA polymerase sigma factor
phrog_15866	NA
phrog_15867	NA
phrog_15868	NA
phrog_15869	NA
phrog_15870	NA
phrog_15871	NA
phrog_15872	virion structural protein
phrog_15873	NA
phrog_15874	NA
phrog_15875	NA
phrog_15876	NA
phrog_15877	DNA methyltransferase
phrog_15878	NA
phrog_15879	NA
phrog_15880	NA
phrog_15881	tail protein
phrog_15882	NA
phrog_15883	NA
phrog_15884	NA
phrog_15885	NA
phrog_15886	NA
phrog_15887	NA
phrog_15888	NA
phrog_15889	NA
phrog_15890	single strand DNA binding protein
phrog_15891	NA
phrog_15892	NA
phrog_15893	NA
phrog_15894	NA
phrog_15895	NA
phrog_15896	Mu Gam-like end protection
phrog_15897	NA
phrog_15898	NA
phrog_15899	NA
phrog_15900	NA
phrog_15901	NA
phrog_15902	NA
phrog_15903	NA
phrog_15904	NA
phrog_15905	NA
phrog_15906	NA
phrog_15907	NA
phrog_15908	NA
phrog_15909	NA
phrog_15910	NA
phrog_15911	NA
phrog_15912	NA
phrog_15913	NA
phrog_15914	NA
phrog_15915	NA
phrog_15916	NA
phrog_15917	NA
phrog_15918	NA
phrog_15919	NA
phrog_15920	NA
phrog_15921	NA
phrog_15922	NA
phrog_15923	NA
phrog_15924	NA
phrog_15925	NA
phrog_15926	NA
phrog_15927	NA
phrog_15928	major head protein
phrog_15929	NA
phrog_15930	ribonucleotide reductase
phrog_15931	NA
phrog_15932	NA
phrog_15933	NA
phrog_15934	NA
phrog_15935	NA
phrog_15936	membrane protein
phrog_15937	NA
phrog_15938	NA
phrog_15939	tail assembly chaperone
phrog_15940	ATP-dependent protease
phrog_15941	NA
phrog_15942	NA
phrog_15943	NA
phrog_15944	virion structural protein
phrog_15945	NA
phrog_15946	NA
phrog_15947	NA
phrog_15948	NA
phrog_15949	NA
phrog_15950	NA
phrog_15951	NA
phrog_15952	NA
phrog_15953	NA
phrog_15954	NA
phrog_15955	NA
phrog_15956	tail assembly protein
phrog_15957	NA
phrog_15958	NA
phrog_15959	NA
phrog_15960	tail assembly chaperone
phrog_15961	NA
phrog_15962	DNA primase
phrog_15963	NA
phrog_15964	NA
phrog_15965	NA
phrog_15966	NA
phrog_15967	NA
phrog_15968	anti-repressor
